glacier	false	#1f5872	#35a770	#ffffff	#0c1115	#1f5872	#404a55	#404a55	#bd0f2f	#fb9435	#bd2523	#0c1115	#1a1f23	#13181c
grape	false	#487df4	#1fa91b	#9f9fa1	#171423	#487df4	#59516a	#59516a	#ed2261	#8ddc20	#8d35c9	#171423	#242230	#1d1b29
grass	false	#0000a3	#00bb00	#fff0a5	#13773d	#0000a3	#959595	#959595	#ff5959	#e7b000	#ee59bb	#13773d	#217f48	#1a7b42
grey-green	false	#00deff	#74ff00	#ffffff	#002a1a	#00deff	#666666	#666666	#fe1414	#f1ff01	#ff00f0	#002a1a	#0f3627	#073020
gruber-darker	false	#92a7cb	#42dc00	#e4e4e4	#181818	#92a7cb	#54494e	#54494e	#ff0a36	#ffdb00	#a095cb	#181818	#252525	#1e1e1e
gruvbox-dark	false	#458588	#98971a	#ebdbb2	#282828	#458588	#928374	#928374	#cc241d	#d79921	#b16286	#282828	#343434	#2e2e2e
gruvbox-dark-hard	false	#458588	#98971a	#ebdbb2	#1d2021	#458588	#928374	#928374	#cc241d	#d79921	#b16286	#1d2021	#2a2d2e	#232627
gruvbox-light	true	#458588	#98971a	#3c3836	#fbf1c7	#458588	#928374	#928374	#cc241d	#d79921	#b16286	#fbf1c7	#ebe2bb	#f3e9c1
gruvbox-light-hard	true	#458588	#98971a	#3c3836	#f9f5d7	#458588	#928374	#928374	#cc241d	#d79921	#b16286	#f9f5d7	#eae6ca	#f1edd0
gruvbox-material	false	#6da3ec	#c1d041	#d4be98	#1d2021	#6da3ec	#4c4c4c	#4c4c4c	#ea6926	#eecf75	#fd9bc1	#1d2021	#2a2d2e	#232627
gruvbox-material-dark	false	#7daea3	#a9b665	#d4be98	#282828	#7daea3	#7c6f64	#7c6f64	#ea6962	#d8a657	#d3869b	#282828	#343434	#2e2e2e
gruvbox-material-light	true	#45707a	#6c782e	#654735	#fbf1c7	#45707a	#a89984	#a89984	#c14a4a	#b47109	#945e80	#fbf1c7	#ebe2bb	#f3e9c1
guezwhoz	false	#5aa0d6	#7ad694	#d9d9d9	#1d1d1d	#5aa0d6	#808080	#808080	#e85181	#b7d074	#9a90e0	#1d1d1d	#2a2a2a	#232323
hacktober	false	#206ec5	#587744	#c9c9c9	#141414	#206ec5	#464444	#464444	#b34538	#d08949	#864651	#141414	#222222	#1b1b1b
hardcore	false	#66d9ef	#a6e22e	#a0a0a0	#121212	#66d9ef	#505354	#505354	#f92672	#fd971f	#9e6ffe	#121212	#202020	#191919
harper	false	#489e48	#7fb5e1	#a8a49d	#010101	#489e48	#726e6a	#726e6a	#f8b63f	#d6da25	#b296c6	#010101	#101010	#080808
havn-daggry	true	#3a577d	#577159	#3b4a7a	#f8f9fb	#3a577d	#1f2842	#1f2842	#985248	#be6b00	#7c5c97	#f8f9fb	#e9eaeb	#f0f1f3
havn-skumring	false	#596cf7	#6ead7b	#d6dbeb	#111522	#596cf7	#38425c	#38425c	#ea563e	#f8b330	#7c719e	#111522	#1f232f	#181c28
hax0r-blue	false	#10b6ff	#10b6ff	#11b7ff	#010515	#10b6ff	#484157	#484157	#10b6ff	#10b6ff	#10b6ff	#010515	#101423	#080c1c
hax0r-gr33n	false	#15d00d	#15d00d	#16b10e	#020f01	#15d00d	#334843	#334843	#15d00d	#15d00d	#15d00d	#020f01	#111d10	#091608
hax0r-r3d	false	#b00d0d	#b00d0d	#b10e0e	#200101	#b00d0d	#554040	#554040	#b00d0d	#b00d0d	#b00d0d	#200101	#2d1010	#260808
heeler	false	#5ba5f2	#bdd100	#fdfdfd	#211f46	#5ba5f2	#4c4c4c	#4c4c4c	#e44c2e	#f4ce65	#ff95c2	#211f46	#2e2c51	#27254b
highway	false	#006bb3	#138034	#ededed	#222225	#006bb3	#5d504a	#5d504a	#d00e18	#ffcb3e	#783482	#222225	#2f2f32	#28282b
hipster-green	false	#246eb2	#00a600	#84c138	#100b05	#246eb2	#666666	#666666	#b6214a	#bfbf00	#b200b2	#100b05	#1e1914	#17120c
hivacruz	false	#3d8fd1	#ac9739	#ede4e4	#132638	#3d8fd1	#6b7394	#6b7394	#c94922	#c08b30	#6679cc	#132638	#213343	#1a2c3d
homebrew	false	#0d0dbf	#00a600	#00ff00	#000000	#0d0dbf	#666666	#666666	#990000	#999900	#b200b2	#000000	#0f0f0f	#070707
hopscotch	false	#1290bf	#8fc13e	#b9b5b8	#322931	#1290bf	#797379	#797379	#dd464c	#fdcc59	#c85e7c	#322931	#3e353d	#382f37
horizon	false	#26bbd9	#29d398	#d5d8da	#1c1e26	#26bbd9	#666666	#666666	#e95678	#fab795	#ee64ac	#1c1e26	#292b33	#22242c
horizon-bright	true	#00bedd	#00ca86	#16161d	#fdf0ed	#00bedd	#1a1c24	#1a1c24	#fc4777	#f2a682	#ff58b1	#fdf0ed	#ede1de	#f5e8e5
hot-dog-stand	false	#000000	#ffff54	#ffffff	#ea3323	#000000	#000000	#000000	#ffff54	#ffff54	#ffff54	#ea3323	#eb3f30	#ea3929
hot-dog-stand-(mustard)	true	#000000	#ea3323	#000000	#ffff54	#000000	#bfbf3f	#000000	#ea3323	#ea3323	#ea3323	#ffff54	#efef4e	#f7f751
hurtado	false	#496487	#a5e055	#dbdbdb	#000000	#496487	#404040	#404040	#ff1b00	#fbe74a	#fd5ff1	#000000	#0f0f0f	#070707
hybrid	false	#6e90b0	#b3bf5a	#b7bcba	#161719	#6e90b0	#434548	#434548	#b84d51	#e4b55e	#a17eac	#161719	#232426	#1c1d1f
ibm-5153-cga	false	#1b1bd0	#1bd01b	#cecece	#141414	#1b1bd0	#4e4e4e	#4e4e4e	#d03333	#d08c1b	#d01bd0	#141414	#222222	#1b1b1b
ibm-5153-cga-(black)	false	#0000c4	#00c400	#c4c4c4	#000000	#0000c4	#4e4e4e	#4e4e4e	#c40000	#c47e00	#c400c4	#000000	#0f0f0f	#070707
ic-green-ppl	false	#2ec3b9	#41a638	#e0f1dc	#2c2c2c	#2ec3b9	#106910	#106910	#ff2736	#76a831	#50a096	#2c2c2c	#383838	#323232
ic-orange-ppl	false	#bd6d00	#a4a900	#ffcb83	#262626	#bd6d00	#6a4f2a	#6a4f2a	#c13900	#caaf00	#fc5e00	#262626	#333333	#2c2c2c
iceberg-dark	false	#84a0c6	#b4be82	#c6c8d1	#161821	#84a0c6	#6b7089	#6b7089	#e27878	#e2a478	#a093c7	#161821	#23252e	#1c1e27
iceberg-light	true	#2d539e	#668e3d	#33374c	#e8e9ec	#2d539e	#8389a3	#8389a3	#cc517a	#c57339	#7759b4	#e8e9ec	#dadbdd	#e1e2e4
idea	false	#437ee7	#98b61c	#adadad	#202020	#437ee7	#ffffff	#ffffff	#fc5256	#ccb444	#9d74b0	#202020	#2d2d2d	#262626
idle-toes	false	#4099ff	#7fe173	#ffffff	#323232	#4099ff	#606060	#606060	#d25252	#ffc66d	#f680ff	#323232	#3e3e3e	#383838
ir-black	false	#96cafe	#a8ff60	#f1f1f1	#000000	#96cafe	#7b7b7b	#7b7b7b	#fa6c60	#fffeb7	#fa73fd	#000000	#0f0f0f	#070707
irix-console	false	#0739e2	#37a327	#f2f2f2	#0c0c0c	#0739e2	#767676	#767676	#d42426	#c29d28	#911f9c	#0c0c0c	#1a1a1a	#131313
irix-terminal	false	#0004ff	#57ff3d	#f2f2f2	#000043	#0004ff	#ffff44	#ffff44	#ff2b1e	#ffff44	#ff2cff	#000043	#0f0f4e	#070748
iterm2-dark-background	false	#0225c7	#00c200	#c7c7c7	#000000	#0225c7	#686868	#686868	#c91b00	#c7c400	#ca30c7	#000000	#0f0f0f	#070707
iterm2-default	false	#2225c4	#00c200	#ffffff	#000000	#2225c4	#686868	#686868	#c91b00	#c7c400	#ca30c7	#000000	#0f0f0f	#070707
iterm2-light-background	true	#0225c7	#00c200	#000000	#ffffff	#0225c7	#686868	#686868	#c91b00	#c7c400	#ca30c7	#ffffff	#efefef	#f7f7f7
iterm2-pastel-dark-background	false	#a5d5fe	#b4fb73	#c7c7c7	#000000	#a5d5fe	#8f8f8f	#8f8f8f	#ff8373	#fffdc3	#ff90fe	#000000	#0f0f0f	#070707
iterm2-smoooooth	false	#2744c7	#00c200	#dcdcdc	#15191f	#2744c7	#686868	#686868	#b43c2a	#c7c400	#c040be	#15191f	#23262c	#1c1f25
iterm2-solarized-dark	false	#268bd2	#859900	#839496	#002b36	#268bd2	#335e69	#335e69	#dc322f	#b58900	#d33682	#002b36	#0f3742	#07313c
iterm2-solarized-light	true	#268bd2	#859900	#657b83	#fdf6e3	#268bd2	#002b36	#002b36	#dc322f	#b58900	#d33682	#fdf6e3	#ede7d5	#f5eedc
iterm2-tango-dark	false	#427ab3	#5ea702	#ffffff	#000000	#427ab3	#686a66	#686a66	#d81e00	#cfae00	#89658e	#000000	#0f0f0f	#070707
iterm2-tango-light	true	#427ab3	#5ea702	#000000	#ffffff	#427ab3	#686a66	#686a66	#d81e00	#cfae00	#89658e	#ffffff	#efefef	#f7f7f7
jackie-brown	false	#246eb2	#2baf2b	#ffcc2f	#2c1d16	#246eb2	#666666	#666666	#ef5734	#bebf00	#d05ec1	#2c1d16	#382a23	#32231c
japanesque	false	#4c9ad4	#7bb75b	#f7f6ec	#1e1e1e	#4c9ad4	#595b59	#595b59	#cf3f61	#e9b32a	#a57fc4	#1e1e1e	#2b2b2b	#242424
jellybeans	false	#97bedc	#94b979	#dedede	#121212	#97bedc	#bdbdbd	#bdbdbd	#e27373	#ffba7b	#e1c0fa	#121212	#202020	#191919
jetbrains-darcula	false	#4581eb	#126e00	#adadad	#202020	#4581eb	#555555	#555555	#fa5355	#c2c300	#fa54ff	#202020	#2d2d2d	#262626
jubi	false	#576ea6	#90a94b	#c3d3de	#262b33	#576ea6	#a874ce	#a874ce	#cf7b98	#6ebfc0	#bc4f68	#262b33	#33373f	#2c3139
kanagawa-dragon	false	#8ba4b0	#8a9a7b	#c5c9c5	#181616	#8ba4b0	#a6a69c	#a6a69c	#c4746e	#c4b28a	#a292a3	#181616	#252323	#1e1c1c
kanagawa-lotus	true	#4d699b	#6f894e	#545464	#f2ecbc	#4d699b	#8a8980	#8a8980	#c84053	#77713f	#b35b79	#f2ecbc	#e3ddb0	#eae4b6
kanagawa-wave	false	#7e9cd8	#76946a	#dcd7ba	#1f1f28	#7e9cd8	#727169	#727169	#c34043	#c0a36e	#957fb8	#1f1f28	#2c2c34	#25252e
kanagawabones	false	#7eb3c9	#98bc6d	#ddd8bb	#1f1f28	#7eb3c9	#49495e	#49495e	#e46a78	#e5c283	#957fb8	#1f1f28	#2c2c34	#25252e
kanso-ink	false	#8ba4b0	#8a9a7b	#c5c9c7	#14171d	#8ba4b0	#a4a7a4	#a4a7a4	#c4746e	#c4b28a	#a292a3	#14171d	#22242a	#1b1d23
kanso-mist	false	#8ba4b0	#8a9a7b	#c5c9c7	#22262d	#8ba4b0	#5c6066	#5c6066	#c4746e	#c4b28a	#a292a3	#22262d	#2f3339	#282c33
kanso-pearl	true	#4d699b	#6f894e	#22262d	#f2f1ef	#4d699b	#6d6f6e	#6d6f6e	#c84053	#77713f	#b35b79	#f2f1ef	#e3e2e0	#eae9e7
kanso-zen	false	#8ba4b0	#8a9a7b	#c5c9c7	#090e13	#8ba4b0	#a4a7a4	#a4a7a4	#c4746e	#c4b28a	#a292a3	#090e13	#171c21	#10151a
kibble	false	#3449d1	#29cf13	#f7f7f7	#0e100a	#3449d1	#5a5a5a	#5a5a5a	#c70031	#d8e30e	#8400ff	#0e100a	#1c1e18	#151711
kitty-default	false	#0d73cc	#19cb00	#dddddd	#000000	#0d73cc	#767676	#767676	#cc0403	#cecb00	#cb1ed1	#000000	#0f0f0f	#070707
kitty-low-contrast	false	#0d73cc	#19cb00	#ffffff	#333333	#0d73cc	#767676	#767676	#cc0403	#cecb00	#cb1ed1	#333333	#3f3f3f	#393939
kolorit	false	#5db4ee	#47d7a1	#efecec	#1d1a1e	#5db4ee	#504d51	#504d51	#ff5b82	#e8e562	#da6cda	#1d1a1e	#2a272b	#232024
konsolas	false	#2323a5	#18b218	#c8c1c1	#060606	#2323a5	#7b716e	#7b716e	#aa1717	#ebae1f	#ad1edc	#060606	#141414	#0d0d0d
kurokula	false	#5c91dd	#78b3a9	#e0cfc2	#141515	#5c91dd	#515151	#515151	#c35a52	#e1b917	#8b79a6	#141515	#222323	#1b1c1c
lab-fox	false	#db3b21	#3eb383	#ffffff	#2e2e2e	#db3b21	#535353	#535353	#fc6d26	#fca121	#6b40a8	#2e2e2e	#3a3a3a	#343434
laser	false	#fed300	#b4fb73	#f106e3	#030d18	#fed300	#8f8f8f	#8f8f8f	#ff8373	#09b4bd	#ff90fe	#030d18	#121b25	#0a141e
later-this-evening	false	#a0bad6	#afba67	#959595	#222222	#a0bad6	#525454	#525454	#d45a60	#e5d289	#c092d6	#222222	#2f2f2f	#282828
lavandula	false	#4f4a7f	#337e6f	#736e7d	#050014	#4f4a7f	#443a53	#443a53	#7d1625	#7f6f49	#5a3f7f	#050014	#140f22	#0c071b
light-owl	true	#288ed7	#08916a	#403f53	#fbfbfb	#288ed7	#989fb1	#989fb1	#de3d3b	#e0af02	#d6438a	#fbfbfb	#ebebeb	#f3f3f3
liquid-carbon	false	#0099cc	#559a70	#afc2c2	#303030	#0099cc	#595959	#595959	#ff3030	#ccac00	#cc69c8	#303030	#3c3c3c	#363636
liquid-carbon-transparent	false	#0099cc	#559a70	#afc2c2	#000000	#0099cc	#404040	#404040	#ff3030	#ccac00	#cc69c8	#000000	#0f0f0f	#070707
lovelace	false	#8897f4	#5adecd	#fdfdfd	#1d1f28	#8897f4	#4e5165	#4e5165	#f37f97	#f2a272	#c574dd	#1d1f28	#2a2c34	#23252e
man-page	true	#0000b2	#00a600	#000000	#fef49c	#0000b2	#666666	#666666	#cc0000	#999900	#b200b2	#fef49c	#eee592	#f6ec97
mariana	false	#6699cc	#99c794	#d8dee9	#343d46	#6699cc	#666666	#666666	#ec5f66	#f9ae58	#c695c6	#343d46	#404851	#3a424b
material	true	#134eb2	#457b24	#232322	#eaeaea	#134eb2	#424242	#424242	#b7141f	#f6981e	#560088	#eaeaea	#dbdbdb	#e2e2e2
material-dark	false	#134eb2	#457b24	#e5e5e5	#232322	#134eb2	#4f4f4f	#4f4f4f	#b7141f	#f6981e	#701aa2	#232322	#30302f	#292928
material-darker	false	#82aaff	#c3e88d	#eeffff	#212121	#82aaff	#545454	#545454	#ff5370	#ffcb6b	#c792ea	#212121	#2e2e2e	#272727
material-design-colors	false	#37b6ff	#5cf19e	#e7ebed	#1d262a	#37b6ff	#a1b0b8	#a1b0b8	#fc3841	#fed032	#fc226e	#1d262a	#2a3336	#232c30
material-ocean	false	#82aaff	#c3e88d	#8f93a2	#0f111a	#82aaff	#546e7a	#546e7a	#ff5370	#ffcb6b	#c792ea	#0f111a	#1d1f27	#161820
mathias	false	#c48dff	#a6e32d	#bbbbbb	#000000	#c48dff	#555555	#555555	#e52222	#fc951e	#fa2573	#000000	#0f0f0f	#070707
matrix	false	#3f5242	#82d967	#426644	#0f191c	#3f5242	#688060	#688060	#23755a	#ffd700	#409931	#0f191c	#1d2629	#161f22
matte-black	false	#e68e0d	#ffc107	#bebebe	#121212	#e68e0d	#8a8a8d	#8a8a8d	#d35f5f	#b91c1c	#d35f5f	#121212	#202020	#191919
medallion	false	#616bb0	#7c8b16	#cac296	#1d1908	#616bb0	#5e5219	#5e5219	#b64c00	#d3bd26	#8c5a90	#1d1908	#2a2616	#231f0f
melange-dark	false	#7f91b2	#78997a	#ece1d7	#292522	#7f91b2	#867462	#867462	#bd8183	#e49b5d	#b380b0	#292522	#35322f	#2f2b28
melange-light	true	#7892bd	#6e9b72	#54433a	#f1f1f1	#7892bd	#a98a78	#a98a78	#c77b8b	#bc5c00	#be79bb	#f1f1f1	#e2e2e2	#e9e9e9
mellifluous	false	#a8a1be	#b3b393	#dadada	#1a1a1a	#a8a1be	#5b5b5b	#5b5b5b	#d29393	#cbaa89	#b39fb0	#1a1a1a	#272727	#202020
mellow	false	#aca1cf	#90b99f	#c9c7cd	#161617	#aca1cf	#424246	#424246	#f5a191	#e6b99d	#e29eca	#161617	#232324	#1c1c1d
miasma	false	#78824b	#5f875f	#c2c2b0	#222222	#78824b	#666666	#666666	#685742	#b36d43	#bb7744	#222222	#2f2f2f	#282828
midnight-in-mojave	false	#0a84ff	#32d74b	#ffffff	#1e1e1e	#0a84ff	#515151	#515151	#ff453a	#ffd60a	#bf5af2	#1e1e1e	#2b2b2b	#242424
mirage	false	#7fb5ff	#85cc95	#a6b2c0	#1b2738	#7fb5ff	#575656	#575656	#ff9999	#ffd700	#ddb3ff	#1b2738	#283343	#212d3d
misterioso	false	#338f86	#74af68	#e1e1e0	#2d3743	#338f86	#626262	#626262	#ff4242	#ffad29	#9414e6	#2d3743	#39434e	#333d48
modus-operandi	true	#0031a9	#006800	#000000	#ffffff	#0031a9	#595959	#595959	#a60000	#6f5500	#721045	#ffffff	#efefef	#f7f7f7
modus-operandi-tinted	true	#0031a9	#006800	#000000	#fbf7f0	#0031a9	#595959	#595959	#a60000	#6f5500	#721045	#fbf7f0	#ebe8e1	#f3efe8
modus-vivendi	false	#2fafff	#44bc44	#ffffff	#000000	#2fafff	#595959	#595959	#ff5f59	#d0bc00	#feacd0	#000000	#0f0f0f	#070707
modus-vivendi-tinted	false	#2fafff	#44bc44	#ffffff	#0d0e1c	#2fafff	#595959	#595959	#ff5f59	#d0bc00	#feacd0	#0d0e1c	#1b1c29	#141522
molokai	false	#1080d0	#98e123	#bbbbbb	#121212	#1080d0	#555555	#555555	#fa2573	#dfd460	#8700ff	#121212	#202020	#191919
mona-lisa	false	#515c5d	#636232	#f7d66a	#120b0d	#515c5d	#874228	#874228	#9b291c	#c36e28	#9b1d29	#120b0d	#20191b	#191214
monokai-classic	false	#fd971f	#a6e22e	#fdfff1	#272822	#fd971f	#6e7066	#6e7066	#f92672	#e6db74	#ae81ff	#272822	#33342f	#2d2e28
monokai-pro	false	#fc9867	#a9dc76	#fcfcfa	#2d2a2e	#fc9867	#727072	#727072	#ff6188	#ffd866	#ab9df2	#2d2a2e	#39363a	#333034
monokai-pro-light	true	#e16032	#269d69	#29242a	#faf4f2	#e16032	#a59fa0	#a59fa0	#e14775	#cc7a0a	#7058be	#faf4f2	#ebe5e3	#f2ecea
monokai-pro-light-sun	true	#d4572b	#218871	#2c232e	#f8efe7	#d4572b	#a59c9c	#a59c9c	#ce4770	#b16803	#6851a2	#f8efe7	#e9e0d9	#f0e7e0
monokai-pro-machine	false	#ffb270	#a2e57b	#f2fffc	#273136	#ffb270	#6b7678	#6b7678	#ff6d7e	#ffed72	#baa0f8	#273136	#333d42	#2d373c
monokai-pro-octagon	false	#ff9b5e	#bad761	#eaf2f1	#282a3a	#ff9b5e	#696d77	#696d77	#ff657a	#ffd76d	#c39ac9	#282a3a	#343645	#2e303f
monokai-pro-ristretto	false	#f38d70	#adda78	#fff1f3	#2c2525	#f38d70	#72696a	#72696a	#fd6883	#f9cc6c	#a8a9eb	#2c2525	#383232	#322b2b
monokai-pro-spectrum	false	#fd9353	#7bd88f	#f7f1ff	#222222	#fd9353	#69676c	#69676c	#fc618d	#fce566	#948ae3	#222222	#2f2f2f	#282828
monokai-remastered	false	#9d65ff	#98e024	#d9d9d9	#0c0c0c	#9d65ff	#625e4c	#625e4c	#f4005f	#fd971f	#f4005f	#0c0c0c	#1a1a1a	#131313
monokai-soda	false	#9d65ff	#98e024	#c4c5b5	#1a1a1a	#9d65ff	#625e4c	#625e4c	#f4005f	#fa8419	#f4005f	#1a1a1a	#272727	#202020
monokai-vivid	false	#0443ff	#98e123	#f9f9f9	#121212	#0443ff	#838383	#838383	#fa2934	#fff30a	#f800f8	#121212	#202020	#191919
moonfly	false	#80a0ff	#8cc85f	#bdbdbd	#080808	#80a0ff	#949494	#949494	#ff5454	#e3c78a	#cf87e8	#080808	#161616	#0f0f0f
n0tch2k	false	#657d3e	#666666	#a0a0a0	#222222	#657d3e	#545454	#545454	#a95551	#a98051	#767676	#222222	#2f2f2f	#282828
neobones-dark	false	#8190d4	#90ff6b	#c6d5cf	#0f191f	#8190d4	#334652	#334652	#de6e7c	#b77e64	#b279a7	#0f191f	#1d262c	#161f25
neobones-light	true	#286486	#567a30	#202e18	#e5ede6	#286486	#99ac9c	#99ac9c	#a8334c	#944927	#88507d	#e5ede6	#d7ded8	#dee5df
neon	false	#0f15d8	#5ffa74	#00fffc	#14161a	#0f15d8	#686868	#686868	#ff3045	#fffc7e	#f924e7	#14161a	#222327	#1b1c20
neopolitan	false	#324883	#61ce3c	#ffffff	#271f19	#324883	#4c4c4c	#4c4c4c	#9a1a1a	#fbde2d	#ff0080	#271f19	#332c26	#2d251f
neutron	false	#6a7c93	#5ab977	#e6e8ef	#1c1e22	#6a7c93	#494b51	#494b51	#b54036	#deb566	#a4799d	#1c1e22	#292b2f	#222428
night-lion-v1	false	#276bd8	#5fde8f	#bbbbbb	#000000	#276bd8	#555555	#555555	#bb0000	#f3f167	#bb00bb	#000000	#0f0f0f	#070707
night-lion-v2	false	#64d0f0	#04f623	#bbbbbb	#171717	#64d0f0	#555555	#555555	#bb0000	#f3f167	#ce6fdb	#171717	#242424	#1d1d1d
night-owl	false	#82aaff	#22da6e	#d6deeb	#011627	#82aaff	#575656	#575656	#ef5350	#addb67	#c792ea	#011627	#102333	#081c2d
night-owlish-light	true	#4876d6	#2aa298	#403f53	#ffffff	#4876d6	#7a8181	#7a8181	#d3423e	#daaa01	#403f53	#ffffff	#efefef	#f7f7f7
nightfox	false	#719cd6	#81b29a	#cdcecf	#192330	#719cd6	#575860	#575860	#c94f6d	#dbc074	#9d79d6	#192330	#26303c	#1f2936
niji	false	#2ab9ff	#54ca74	#ffffff	#141515	#2ab9ff	#515151	#515151	#d23e08	#fff700	#ff50da	#141515	#222323	#1b1c1c
no-clown-fiesta	false	#bad7ff	#90a959	#e0e1e4	#101010	#bad7ff	#727272	#727272	#b46958	#f4bf75	#aa759f	#101010	#1e1e1e	#171717
no-clown-fiesta-light	true	#8ba1bf	#677940	#151515	#e1e1e1	#8ba1bf	#2b2b2b	#2b2b2b	#874e42	#b89058	#aa759f	#e1e1e1	#d3d3d3	#dadada
nocturnal-winter	false	#3182e0	#09cd7e	#e6e5e5	#0d0d17	#3182e0	#808080	#808080	#f12d52	#f5f17a	#ff2b6d	#0d0d17	#1b1b24	#14141d
nord	false	#81a1c1	#a3be8c	#d8dee9	#2e3440	#81a1c1	#596377	#596377	#bf616a	#ebcb8b	#b48ead	#2e3440	#3a404b	#343a45
nord-light	true	#81a1c1	#96b17f	#414858	#e5e9f0	#81a1c1	#4c566a	#4c566a	#bf616a	#c5a565	#b48ead	#e5e9f0	#d7dbe1	#dee2e8
nord-wave	false	#81a1c1	#a3be8c	#d8dee9	#212121	#81a1c1	#4c566a	#4c566a	#bf616a	#ebcb8b	#b48ead	#212121	#2e2e2e	#272727
nordfox	false	#81a1c1	#a3be8c	#cdcecf	#2e3440	#81a1c1	#53648d	#53648d	#bf616a	#ebcb8b	#b48ead	#2e3440	#3a404b	#343a45
novel	true	#0000cc	#009600	#3b2322	#dfdbc3	#0000cc	#808080	#808080	#cc0000	#d06b00	#cc00cc	#dfdbc3	#d1cdb7	#d8d4bd
novmbr	false	#2f7d7c	#9dac5f	#c7b8ac	#241d1a	#2f7d7c	#5d4e47	#5d4e47	#9f6434	#cca75f	#b5896e	#241d1a	#312a27	#2a2320
nvim-dark	false	#a6dbff	#b3f6c0	#e0e2ea	#14161b	#a6dbff	#4f5258	#4f5258	#ffc0b9	#fce094	#ffcaff	#14161b	#222328	#1b1c21
nvim-light	true	#004c73	#005523	#14161b	#e0e2ea	#004c73	#4f5258	#4f5258	#590008	#6b5300	#470045	#e0e2ea	#d2d4db	#d9dbe2
obsidian	false	#3a9bdb	#00bb00	#cdcdcd	#283033	#3a9bdb	#555555	#555555	#b30d0e	#fecd22	#bb00bb	#283033	#343c3f	#2e3639
ocean	false	#0000b2	#00a600	#ffffff	#224fbc	#0000b2	#808080	#808080	#e64c4c	#999900	#d826d8	#224fbc	#2f59c0	#2854be
oceanic-material	false	#1e80f0	#40a33f	#c2c8d7	#1c262b	#1e80f0	#777777	#777777	#ee2b2a	#ffea2e	#8800a0	#1c262b	#293337	#222c31
oceanic-next	false	#6699cc	#99c794	#c0c5ce	#162c35	#6699cc	#65737e	#65737e	#ec5f67	#fac863	#c594c5	#162c35	#233841	#1c323b
ollie	false	#2d57ac	#31ac61	#8a8dae	#222125	#2d57ac	#684432	#684432	#ac2e31	#ac4300	#b08528	#222125	#2f2e32	#28272b
one-dark-two	false	#71b9f4	#98c379	#e6e6e6	#21252b	#71b9f4	#4a505a	#4a505a	#e27881	#eac786	#c88bda	#21252b	#2e3237	#272b31
one-double-dark	false	#3fb1f5	#8cc570	#dbdfe5	#282c34	#3fb1f5	#525d6f	#525d6f	#f16372	#ecbe70	#d373e3	#282c34	#343840	#2e323a
one-double-light	true	#0087c1	#25a343	#383a43	#fafafa	#0087c1	#0e131f	#0e131f	#f74840	#cc8100	#b50da9	#fafafa	#ebebeb	#f2f2f2
one-half-dark	false	#61afef	#98c379	#dcdfe4	#282c34	#61afef	#5d677a	#5d677a	#e06c75	#e5c07b	#c678dd	#282c34	#343840	#2e323a
one-half-light	true	#0184bc	#50a14f	#383a42	#fafafa	#0184bc	#4f525e	#4f525e	#e45649	#c18401	#a626a4	#fafafa	#ebebeb	#f2f2f2
onenord	false	#81a1c1	#9ec183	#e5e9f0	#2e3440	#81a1c1	#596377	#596377	#e06c75	#ebcb8b	#b988b0	#2e3440	#3a404b	#343a45
onenord-light	true	#3879c5	#48a53d	#2e3440	#f7f8fa	#3879c5	#646a76	#646a76	#cb4f53	#ee5e25	#9f4aca	#f7f8fa	#e8e9eb	#eff0f2
operator-mono-dark	false	#4387cf	#4d7b3a	#c3cac2	#191919	#4387cf	#9a9b99	#9a9b99	#ca372d	#d4d697	#b86cb4	#191919	#262626	#1f1f1f
overnight-slumber	false	#8dabe1	#85cc95	#ced2d6	#0e1729	#8dabe1	#575656	#575656	#ffa7c4	#ffcb8b	#c792eb	#0e1729	#1c2435	#151d2f
owl	false	#656565	#989898	#dedede	#2f2b2c	#656565	#5d595b	#5d595b	#5a5a5a	#cacaca	#b1b1b1	#2f2b2c	#3b3738	#353132
oxocarbon	false	#00c15a	#00b4ff	#f2f4f8	#161616	#00c15a	#585858	#585858	#00dfdb	#ff4297	#c693ff	#161616	#232323	#1c1c1c
pale-night-hc	false	#82aaff	#c3e88d	#cccccc	#3e4251	#82aaff	#737373	#737373	#f07178	#ffcb6b	#c792ea	#3e4251	#494d5b	#434756
pandora	false	#338f86	#74af68	#e1e1e1	#141e43	#338f86	#3f5648	#3f5648	#ff4242	#ffad29	#9414e6	#141e43	#222b4e	#1b2448
paraiso-dark	false	#06b6ef	#48b685	#a39e9b	#2f1e2e	#06b6ef	#776e71	#776e71	#ef6155	#fec418	#815ba4	#2f1e2e	#3b2b3a	#352434
paul-millr	false	#396bd7	#79ff0f	#f2f2f2	#000000	#396bd7	#666666	#666666	#ff0000	#e7bf00	#b449be	#000000	#0f0f0f	#070707
pencil-dark	false	#008ec4	#10a778	#f1f1f1	#212121	#008ec4	#4f4f4f	#4f4f4f	#c30771	#a89c14	#5f4986	#212121	#2e2e2e	#272727
pencil-light	true	#008ec4	#10a778	#424242	#f1f1f1	#008ec4	#c5c5c5	#424242	#c30771	#a89c14	#523c79	#f1f1f1	#e2e2e2	#e9e9e9
peppermint	false	#449fd0	#89d287	#c8c8c8	#000000	#449fd0	#535353	#535353	#e74669	#dab853	#da62dc	#000000	#0f0f0f	#070707
