phala-green-dark	false	#0223c0	#00b100	#c1fc03	#000000	#0223c0	#797979	#797979	#ab1500	#a9a700	#c22ec0	#000000	#0f0f0f	#070707
piatto-light	true	#3c5ea8	#66781e	#414141	#ffffff	#3c5ea8	#3f3f3f	#3f3f3f	#b23771	#cd6f34	#a454b2	#ffffff	#efefef	#f7f7f7
pnevma	false	#7fa5bd	#90a57d	#d0d0d0	#1c1c1c	#7fa5bd	#4a4845	#4a4845	#a36666	#d7af87	#c79ec4	#1c1c1c	#292929	#222222
poimandres	false	#89ddff	#5de4c7	#a6accd	#1a1e28	#89ddff	#3d4151	#a6accd	#d0679d	#fffac2	#fcc5e9	#1a1e28	#272b34	#20242e
poimandres-darker	false	#89ddff	#5de4c7	#a6accd	#16161e	#89ddff	#3a3b49	#a6accd	#d0679d	#fffac2	#fcc5e9	#16161e	#23232b	#1c1c24
poimandres-storm	false	#89ddff	#5de4c7	#a6accd	#252b37	#89ddff	#454b5c	#a6accd	#d0679d	#fffac2	#f087bd	#252b37	#323743	#2b313d
poimandres-white	true	#8abacd	#01dab2	#969cbd	#fefeff	#8abacd	#e4e5ee	#969cbd	#ff2090	#e5ba4e	#eb8394	#fefeff	#eeeeef	#f6f6f7
popping-and-locking	false	#458588	#98971a	#ebdbb2	#181921	#458588	#928374	#928374	#cc241d	#d79921	#b16286	#181921	#25262e	#1e1f27
powershell	false	#4140c3	#098003	#f6f6f7	#052454	#4140c3	#808080	#808080	#981a22	#c4a000	#d33682	#052454	#14315e	#0c2a59
primary	true	#4285f4	#0f9d58	#000000	#ffffff	#4285f4	#bfbfbf	#000000	#db4437	#f4b400	#db4437	#ffffff	#efefef	#f7f7f7
pro	false	#2009db	#00a600	#f2f2f2	#000000	#2009db	#666666	#666666	#990000	#999900	#b200b2	#000000	#0f0f0f	#070707
pro-light	true	#3b75ff	#50d148	#191919	#ffffff	#3b75ff	#9f9f9f	#9f9f9f	#e5492b	#c6c440	#ed66e8	#ffffff	#efefef	#f7f7f7
purple-rain	false	#00a2fa	#9be205	#fffbf6	#21084a	#00a2fa	#565656	#565656	#ff260e	#ffc400	#815bb5	#21084a	#2e1654	#270f4f
purplepeter	false	#66d9ef	#99b481	#ece7fa	#2a1a4a	#66d9ef	#504b63	#504b63	#ff796d	#efdfac	#e78fcd	#2a1a4a	#362754	#30204f
rapture	false	#6c9bf5	#7afde1	#c0c9e5	#111e2a	#6c9bf5	#304b66	#304b66	#fc644d	#fff09b	#ff4fa1	#111e2a	#1f2b36	#182430
raycast-dark	false	#56c2ff	#59d499	#ffffff	#1a1a1a	#56c2ff	#4c4c4c	#4c4c4c	#ff5360	#ffc531	#cf2f98	#1a1a1a	#272727	#202020
raycast-light	true	#138af2	#006b4f	#000000	#ffffff	#138af2	#bfbfbf	#000000	#b12424	#f8a300	#9a1b6e	#ffffff	#efefef	#f7f7f7
rebecca	false	#7aa5ff	#04dbb5	#e8e6ed	#292a44	#7aa5ff	#666699	#666699	#dd7755	#f2e7b7	#bf9cf9	#292a44	#35364f	#2f3049
red-alert	false	#489bee	#71be6b	#ffffff	#762423	#489bee	#666666	#666666	#d62e4e	#beb86b	#e979d7	#762423	#7e3130	#7a2a29
red-planet	false	#69819e	#728271	#c2b790	#222222	#69819e	#676767	#676767	#8c3432	#e8bf6a	#896492	#222222	#2f2f2f	#282828
red-sands	false	#0072ff	#00bb00	#d7c9a7	#7a251e	#0072ff	#6e6e6e	#6e6e6e	#ff3f00	#e7b000	#bb00bb	#7a251e	#81322b	#7d2b24
relaxed	false	#6a8799	#909d63	#d9d9d9	#353a44	#6a8799	#636363	#636363	#bc5653	#ebc17a	#b06698	#353a44	#41454f	#3b3f49
retro	false	#13a10e	#13a10e	#13a10e	#000000	#13a10e	#16ba10	#16ba10	#13a10e	#13a10e	#13a10e	#000000	#0f0f0f	#070707
retro-legends	false	#4066f2	#45eb45	#45eb45	#0d0d0d	#4066f2	#4c594c	#4c594c	#de5454	#f7bf2b	#bf4cf2	#0d0d0d	#1b1b1b	#141414
rippedcasts	false	#75a5b0	#a8ff60	#ffffff	#2b2b2b	#75a5b0	#666666	#666666	#cdaf95	#bfbb1f	#ff73fd	#2b2b2b	#373737	#313131
rose-pine	false	#9ccfd8	#31748f	#e0def4	#191724	#9ccfd8	#6e6a86	#6e6a86	#eb6f92	#f6c177	#c4a7e7	#191724	#262431	#1f1d2a
rose-pine-dawn	true	#56949f	#286983	#575279	#faf4ed	#56949f	#9893a5	#9893a5	#b4637a	#ea9d34	#907aa9	#faf4ed	#ebe5de	#f2ece5
rose-pine-moon	false	#9ccfd8	#3e8fb0	#e0def4	#232136	#9ccfd8	#6e6a86	#6e6a86	#eb6f92	#f6c177	#c4a7e7	#232136	#302e42	#29273c
rouge-2	false	#6e94b9	#969e92	#a2a3aa	#17182b	#6e94b9	#616274	#616274	#c6797e	#dbcdab	#4c4e78	#17182b	#242537	#1d1e31
royal	false	#6580b0	#23801c	#514968	#100815	#6580b0	#3e3a4a	#3e3a4a	#91284c	#b49d27	#674d96	#100815	#1e1623	#170f1c
ryuuko	false	#6a8e95	#66907d	#ececec	#2c3941	#6a8e95	#5d7079	#5d7079	#865f5b	#b1a990	#b18a73	#2c3941	#38444c	#323e46
sakura	false	#6964ab	#41af1a	#dd7bdc	#18131e	#6964ab	#786d69	#786d69	#d52370	#bc7053	#c71fbf	#18131e	#25212b	#1e1a24
scarlet-protocol	false	#0271b6	#00dc84	#e41951	#1c153d	#0271b6	#686868	#686868	#ff0051	#faf945	#ca30c7	#1c153d	#292348	#221c42
sea-shells	false	#1e4950	#027c9b	#deb88d	#09141b	#1e4950	#434b53	#434b53	#d15123	#fca02f	#68d4f1	#09141b	#172228	#101b21
seafoam-pastel	false	#4d7b82	#728c62	#d4e7d4	#243435	#4d7b82	#8a8a8a	#8a8a8a	#825d4d	#ada16d	#8a7267	#243435	#314041	#2a3a3b
selenized-black	false	#368aeb	#70b433	#b9b9b9	#181818	#368aeb	#777777	#777777	#ed4a46	#dbb32d	#eb6eb7	#181818	#252525	#1e1e1e
selenized-dark	false	#4695f7	#75b938	#adbcbc	#103c48	#4695f7	#72898f	#72898f	#fa5750	#dbb32d	#f275be	#103c48	#1e4752	#17414d
selenized-light	true	#0072d4	#489100	#53676d	#fbf3db	#0072d4	#909995	#909995	#d2212d	#ad8900	#ca4898	#fbf3db	#ebe4cd	#f3ebd4
seoulbones-dark	false	#97bdde	#98bd99	#dddddd	#4b4b4b	#97bdde	#797172	#797172	#e388a3	#ffdf9b	#a5a6c5	#4b4b4b	#555555	#505050
seoulbones-light	true	#0084a3	#628562	#555555	#e2e2e2	#0084a3	#a5a0a1	#a5a0a1	#dc5284	#c48562	#896788	#e2e2e2	#d4d4d4	#dbdbdb
seti	false	#43a5d5	#8ec43d	#cacecd	#111213	#43a5d5	#3f3f3f	#3f3f3f	#c22832	#e0c64f	#8b57b5	#111213	#1f2021	#18191a
shades-of-purple	false	#6943ff	#3ad900	#ffffff	#1e1d40	#6943ff	#686868	#686868	#d90429	#ffe700	#ff2c70	#1e1d40	#2b2a4b	#242345
shaman	false	#449a86	#00a941	#405555	#001015	#449a86	#384451	#384451	#b2302d	#5e8baa	#00599d	#001015	#0f1e23	#07171c
slate	false	#335856	#81d778	#35b1d2	#222222	#335856	#ffffff	#ffffff	#e2a8bf	#c4c9c0	#a481d3	#222222	#2f2f2f	#282828
sleepy-hollow	false	#5f63b4	#91773f	#af9a91	#121214	#5f63b4	#4e4b61	#4e4b61	#ba3934	#b55600	#a17c7b	#121214	#202022	#19191b
smyck	false	#62a3c4	#7da900	#f7f7f7	#1b1b1b	#62a3c4	#7a7a7a	#7a7a7a	#b84131	#c4a500	#ba8acc	#1b1b1b	#282828	#212121
snazzy	false	#49baff	#50fb7c	#ebece6	#1e1f29	#49baff	#555555	#555555	#fc4346	#f0fb8c	#fc4cb4	#1e1f29	#2b2c35	#24252f
snazzy-soft	false	#57c7ff	#5af78e	#eff0eb	#282a36	#57c7ff	#686868	#686868	#ff5c57	#f3f99d	#ff6ac1	#282a36	#343642	#2e303c
soft-server	false	#6b8fa3	#9aa56a	#99a3a2	#242626	#6b8fa3	#666c6c	#666c6c	#a2686a	#a3906a	#6a71a3	#242626	#313333	#2a2c2c
solarized-darcula	false	#2075c7	#629655	#d2d8d9	#3d3f41	#2075c7	#65696a	#65696a	#f24840	#b68800	#797fd4	#3d3f41	#484a4c	#424446
solarized-dark-higher-contrast	false	#2176c7	#6cbe6c	#9cc2c3	#001e27	#2176c7	#006488	#006488	#d11c24	#a57706	#c61c6f	#001e27	#0f2b33	#07242d
solarized-dark-patched	false	#2176c7	#738a05	#708284	#001e27	#2176c7	#475b62	#475b62	#d11c24	#a57706	#c61c6f	#001e27	#0f2b33	#07242d
solarized-osaka-night	false	#7aa2f7	#9ece6a	#c0caf5	#1a1b26	#7aa2f7	#414868	#414868	#f7768e	#e0af68	#bb9af7	#1a1b26	#272833	#20212c
sonokai	false	#76cce0	#9ed072	#e2e2e3	#2c2e34	#76cce0	#7f8490	#7f8490	#fc5d7c	#e7c664	#b39df3	#2c2e34	#383a40	#32343a
spacedust	false	#0f548b	#5cab96	#ecf0c1	#0a1e24	#0f548b	#684c31	#684c31	#e35b00	#e3cd7b	#e35b00	#0a1e24	#182b31	#11242a
spacegray	false	#7d8fa4	#87b379	#b3b8c3	#20242d	#7d8fa4	#4c4c4c	#4c4c4c	#b04b57	#e5c179	#a47996	#20242d	#2d3139	#262a33
spacegray-bright	false	#7baec1	#a0b56c	#f3f3f3	#2a2e3a	#7baec1	#626262	#626262	#bc5553	#f6c987	#b98aae	#2a2e3a	#363a45	#30343f
spacegray-eighties	false	#5486c0	#81a764	#bdbaae	#222222	#5486c0	#555555	#555555	#ec5f67	#fec254	#bf83c1	#222222	#2f2f2f	#282828
spacegray-eighties-dull	false	#7c8fa5	#92b477	#c9c6bc	#222222	#7c8fa5	#555555	#555555	#b24a56	#c6735a	#a5789e	#222222	#2f2f2f	#282828
spiderman	false	#2c3fff	#e22928	#e3e3e3	#1b1d1e	#2c3fff	#505354	#505354	#e60813	#e24756	#2435db	#1b1d1e	#282a2b	#212324
spring	true	#1dd3ee	#1f8c3b	#4d4d4c	#ffffff	#1dd3ee	#000000	#000000	#ff4d83	#1fc95b	#8959a8	#ffffff	#efefef	#f7f7f7
square	false	#a9cdeb	#b6377d	#acacab	#1a1a1a	#a9cdeb	#474747	#474747	#e9897c	#ecebbe	#75507b	#1a1a1a	#272727	#202020
squirrelsong-dark	false	#4395c6	#468336	#b19b89	#372920	#4395c6	#704f39	#704f39	#ba4138	#d4b139	#855fb8	#372920	#43352d	#3d2f26
srcery	false	#2c78bf	#519f50	#fce8c3	#1c1b19	#2c78bf	#918175	#918175	#ef2f27	#fbb829	#e02c6d	#1c1b19	#292826	#22211f
starlight	false	#24acd4	#47b413	#ffffff	#242424	#24acd4	#616161	#616161	#f62b5a	#e3c401	#f2affd	#242424	#313131	#2a2a2a
sublette	false	#5588ff	#55ee77	#ccced0	#202535	#5588ff	#405570	#405570	#ee5577	#ffdd88	#ff77cc	#202535	#2d3241	#262b3b
subliminal	false	#6699cc	#a9cfa4	#d4d4d4	#282c35	#6699cc	#7f7f7f	#7f7f7f	#e15a60	#ffe2a9	#f1a5ab	#282c35	#343841	#2e323b
sugarplum	false	#db7ddd	#53b397	#db7ddd	#111147	#db7ddd	#44447a	#44447a	#5ca8dc	#249a84	#d0beee	#111147	#1f1f52	#18184c
sundried	false	#485b98	#587744	#c9c9c9	#1a1818	#485b98	#4d4e48	#4d4e48	#a7463d	#9d602a	#864651	#1a1818	#272525	#201e1e
sunset-drive	false	#00a4ff	#00f992	#ededfe	#0f0f1a	#00a4ff	#3e3e4b	#3e3e4b	#ff0063	#ffe900	#ff57fd	#0f0f1a	#1d1d27	#161620
symfonic	false	#0084d4	#56db3a	#ffffff	#000000	#0084d4	#414347	#414347	#dc322f	#ff8400	#b729d9	#000000	#0f0f0f	#070707
synthwave	false	#2186ec	#1ebb2b	#dad9c7	#000000	#2186ec	#7f7094	#7f7094	#f6188f	#fdf834	#f85a21	#000000	#0f0f0f	#070707
synthwave-alpha	false	#6e29ad	#00986c	#f2f2e3	#241b30	#6e29ad	#7f7094	#7f7094	#e60a70	#adad3e	#b300ad	#241b30	#31283c	#2a2136
synthwave-everything	false	#6d77b3	#72f1b8	#f0eff1	#2a2139	#6d77b3	#fefefe	#fefefe	#f97e72	#fede5d	#c792ea	#2a2139	#362e44	#30273e
tango-adapted	true	#00a2ff	#59d600	#000000	#ffffff	#00a2ff	#8f928b	#8f928b	#ff0000	#e3be00	#c17ecc	#ffffff	#efefef	#f7f7f7
tango-half-adapted	true	#008ef6	#4cc300	#000000	#ffffff	#008ef6	#797d76	#797d76	#ff0000	#e2c000	#a96cb3	#ffffff	#efefef	#f7f7f7
tearout	false	#b5955e	#97976d	#f4d2ae	#34392d	#b5955e	#75644f	#75644f	#cc967b	#6c9861	#c9a554	#34392d	#404439	#3a3e33
teerb	false	#86aed6	#aed686	#d0d0d0	#262626	#86aed6	#4f4f4f	#4f4f4f	#d68686	#d7af87	#d6aed6	#262626	#333333	#2c2c2c
terafox	false	#5a93aa	#7aa4a1	#e6eaea	#152528	#5a93aa	#4e5157	#4e5157	#e85c51	#fda47f	#ad5c7c	#152528	#233234	#1c2b2e
terminal-basic	true	#0000b2	#00a600	#000000	#ffffff	#0000b2	#666666	#666666	#990000	#999900	#b200b2	#ffffff	#efefef	#f7f7f7
terminal-basic-dark	false	#6444ed	#6ac44b	#ffffff	#1d1e1d	#6444ed	#909090	#909090	#c65339	#b8b74a	#d357db	#1d1e1d	#2a2b2a	#232423
thayer-bright	false	#2757d6	#4df840	#f8f8f8	#1b1d1e	#2757d6	#505354	#505354	#f92672	#f4fd22	#8c54fe	#1b1d1e	#282a2b	#212324
the-hulk	false	#2525f5	#13ce30	#b5b5b5	#1b1d1e	#2525f5	#505354	#505354	#269d1b	#63e457	#712c81	#1b1d1e	#282a2b	#212324
tinacious-design-dark	false	#00cbff	#00d364	#cbcbf0	#1d1d26	#00cbff	#636667	#636667	#ff3399	#ffcc66	#cc66ff	#1d1d26	#2a2a33	#23232c
tinacious-design-light	true	#00cbff	#00d364	#1d1d26	#f8f8ff	#00cbff	#636667	#636667	#ff3399	#e5b24d	#cc66ff	#f8f8ff	#e9e9ef	#f0f0f7
tokyonight	false	#7aa2f7	#9ece6a	#c0caf5	#1a1b26	#7aa2f7	#414868	#414868	#f7768e	#e0af68	#bb9af7	#1a1b26	#272833	#20212c
tokyonight-day	true	#2e7de9	#587539	#3760bf	#e1e2e7	#2e7de9	#a1a6c5	#a1a6c5	#f52a65	#8c6c3e	#9854f1	#e1e2e7	#d3d4d9	#dadbe0
tokyonight-moon	false	#82aaff	#c3e88d	#c8d3f5	#222436	#82aaff	#444a73	#444a73	#ff757f	#ffc777	#c099ff	#222436	#2f3142	#282a3c
tokyonight-night	false	#7aa2f7	#9ece6a	#c0caf5	#1a1b26	#7aa2f7	#414868	#414868	#f7768e	#e0af68	#bb9af7	#1a1b26	#272833	#20212c
tokyonight-storm	false	#7aa2f7	#9ece6a	#c0caf5	#24283b	#7aa2f7	#4e5575	#4e5575	#f7768e	#e0af68	#bb9af7	#24283b	#313446	#2a2e40
tomorrow	true	#4271ae	#718c00	#4d4d4c	#ffffff	#4271ae	#000000	#000000	#c82829	#eab700	#8959a8	#ffffff	#efefef	#f7f7f7
tomorrow-night	false	#81a2be	#b5bd68	#c5c8c6	#1d1f21	#81a2be	#4c4c4c	#4c4c4c	#cc6666	#f0c674	#b294bb	#1d1f21	#2a2c2e	#232527
tomorrow-night-blue	false	#bbdaff	#d1f1a9	#ffffff	#002451	#bbdaff	#4c4c4c	#4c4c4c	#ff9da4	#ffeead	#ebbbff	#002451	#0f315b	#072a56
tomorrow-night-bright	false	#7aa6da	#b9ca4a	#eaeaea	#000000	#7aa6da	#404040	#404040	#d54e53	#e7c547	#c397d8	#000000	#0f0f0f	#070707
tomorrow-night-burns	false	#fc595f	#a63c40	#a1b0b8	#151515	#fc595f	#5d6f71	#5d6f71	#832e31	#d3494e	#df9395	#151515	#232323	#1c1c1c
tomorrow-night-eighties	false	#6699cc	#99cc99	#cccccc	#2d2d2d	#6699cc	#595959	#595959	#f2777a	#ffcc66	#cc99cc	#2d2d2d	#393939	#333333
toy-chest	false	#325d96	#1a9172	#31d07b	#24364b	#325d96	#336889	#336889	#be2d26	#db8e27	#8a5edc	#24364b	#314255	#2a3c50
traffic	false	#515e67	#637268	#cfb9a8	#272c30	#515e67	#4e575e	#4e575e	#934e46	#c79e84	#715f5e	#272c30	#33383c	#2d3236
treehouse	false	#58859a	#44a900	#786b53	#191919	#58859a	#504333	#504333	#b2270e	#aa820c	#97363d	#191919	#262626	#1f1f1f
twilight	false	#44474a	#afb97a	#ffffd4	#141414	#44474a	#404040	#404040	#c06d44	#c2a86c	#b4be7c	#141414	#222222	#1b1b1b
ubuntu	false	#3465a4	#4e9a06	#eeeeec	#300a24	#3465a4	#555753	#555753	#cc0000	#c4a000	#75507b	#300a24	#3c1831	#36112a
ultra-dark	false	#82aaff	#c3e88d	#ffffff	#000000	#82aaff	#404040	#404040	#f07178	#ffcb6b	#c792ea	#000000	#0f0f0f	#070707
ultra-violent	false	#47e0fb	#b6ff00	#c1c1c1	#242728	#47e0fb	#636667	#636667	#ff0090	#fff727	#d731ff	#242728	#313334	#2a2d2e
under-the-sea	false	#459a86	#00a941	#ffffff	#011116	#459a86	#384451	#384451	#b2302d	#59819c	#00599d	#011116	#101f23	#08181c
unikitty	false	#145fcd	#c7ff98	#0b0b0b	#ff8cd9	#145fcd	#434343	#434343	#a80f20	#fff964	#ffe9ff	#ff8cd9	#fe92db	#ff8fda
urban	false	#615772	#74934e	#c0a79a	#312e39	#615772	#5c5865	#5c5865	#87404f	#ae835a	#854b64	#312e39	#3d3a44	#37343e
urple	false	#564d9b	#37a415	#877a9b	#1b1b23	#564d9b	#6a3f32	#6a3f32	#b0425b	#ad5c42	#6c3ca1	#1b1b23	#282830	#212129
vague	false	#6e94b2	#7fa563	#cdcdcd	#141415	#6e94b2	#606079	#606079	#d8647e	#f3be7c	#bb9dbd	#141415	#222223	#1b1b1c
vaughn	false	#5555ff	#60b48a	#dcdccc	#25234f	#5555ff	#709080	#709080	#705050	#dfaf8f	#f08cc3	#25234f	#323059	#2b2954
vercel	false	#006aff	#29a948	#fafafa	#101010	#006aff	#a8a8a8	#a8a8a8	#fc0036	#ffae00	#f32882	#101010	#1e1e1e	#171717
vesper	false	#aca1cf	#90b99f	#ffffff	#101010	#aca1cf	#7e7e7e	#7e7e7e	#f5a191	#e6b99d	#e29eca	#101010	#1e1e1e	#171717
vibrant-ink	false	#44b4cc	#ccff04	#ffffff	#000000	#44b4cc	#555555	#555555	#ff6600	#ffcc00	#9933cc	#000000	#0f0f0f	#070707
vimbones	true	#286486	#4f6c31	#353535	#f0f0ca	#286486	#acac89	#acac89	#a8334c	#944927	#88507d	#f0f0ca	#e1e1bd	#e8e8c3
violet-dark	false	#2e8bce	#85981c	#708284	#1c1d1f	#2e8bce	#45484b	#45484b	#c94c22	#b4881d	#d13a82	#1c1d1f	#292a2c	#222325
violet-light	true	#2e8bce	#85981c	#536870	#fcf4dc	#2e8bce	#45484b	#45484b	#c94c22	#b4881d	#d13a82	#fcf4dc	#ece5ce	#f4ecd5
violite	false	#a979ec	#79ecb3	#eef4f6	#241c36	#a979ec	#56447a	#56447a	#ec7979	#ece279	#ec79ec	#241c36	#312942	#2a223c
warm-neon	false	#4261c5	#39b13a	#afdab6	#404040	#4261c5	#fefcfc	#fefcfc	#e24346	#dae145	#f920fb	#404040	#4b4b4b	#454545
wez	false	#5555cc	#55cc55	#b3b3b3	#000000	#5555cc	#555555	#555555	#cc5555	#cdcd55	#cc55cc	#000000	#0f0f0f	#070707
whimsy	false	#65aef7	#5eca89	#b3b0d6	#29283b	#65aef7	#535178	#535178	#ef6487	#fdd877	#aa7ff0	#29283b	#353446	#2f2e40
wild-cherry	false	#883cdc	#2ab250	#dafaff	#1f1726	#883cdc	#009cc9	#009cc9	#d94085	#ffd16f	#ececec	#1f1726	#2c2433	#251d2c
wilmersdorf	false	#a6c1e0	#7ebebd	#c6c6c6	#282b33	#a6c1e0	#50545d	#50545d	#e06383	#cccccc	#e1c1ee	#282b33	#34373f	#2e3139
wombat	false	#5da9f6	#b1e969	#dedacf	#171717	#5da9f6	#4a4a4a	#4a4a4a	#ff615a	#ebd99c	#e86aff	#171717	#242424	#1d1d1d
wryan	false	#395573	#287373	#999993	#101010	#395573	#3d3d3d	#3d3d3d	#8c4665	#7c7c99	#5e468c	#101010	#1e1e1e	#171717
xcode-dark	false	#4eb0cc	#78c2b3	#dfdfe0	#292a30	#4eb0cc	#7f8c98	#7f8c98	#ff8170	#d9c97c	#ff7ab2	#292a30	#35363c	#2f3036
xcode-dark-hc	false	#4ec4e6	#83c9bc	#ffffff	#1f1f24	#4ec4e6	#838991	#838991	#ff8a7a	#d9c668	#ff85b8	#1f1f24	#2c2c31	#25252a
xcode-light	true	#0f68a0	#3e8087	#262626	#ffffff	#0f68a0	#8a99a6	#8a99a6	#d12f1b	#78492a	#ad3da4	#ffffff	#efefef	#f7f7f7
xcode-light-hc	true	#0058a1	#355d61	#000000	#ffffff	#0058a1	#8a99a6	#8a99a6	#ad1805	#78492a	#9c2191	#ffffff	#efefef	#f7f7f7
xcode-wwdc	false	#8884c5	#94c66e	#e7e8eb	#292c36	#8884c5	#7f869e	#7f869e	#bb383a	#d28e5d	#b73999	#292c36	#353842	#2f323c
zenbones	true	#286486	#4f6c31	#2c363c	#f0edec	#286486	#b5a7a0	#b5a7a0	#a8334c	#944927	#88507d	#f0edec	#e1dedd	#e8e5e4
zenbones-dark	false	#6099c0	#819b69	#b4bdc3	#1c1917	#6099c0	#4d4540	#4d4540	#de6e7c	#b77e64	#b279a7	#1c1917	#292624	#221f1d
zenbones-light	true	#286486	#4f6c31	#2c363c	#f0edec	#286486	#b5a7a0	#b5a7a0	#a8334c	#944927	#88507d	#f0edec	#e1dedd	#e8e5e4
zenburn	false	#5d6d7d	#60b48a	#dcdccc	#3f3f3f	#5d6d7d	#709080	#709080	#7d5d5d	#f0dfaf	#dc8cc3	#3f3f3f	#4a4a4a	#444444
zenburned	false	#6099c0	#819b69	#f0e4cf	#404040	#6099c0	#6f6768	#6f6768	#e3716e	#b77e64	#b279a7	#404040	#4b4b4b	#454545
zenwritten-dark	false	#6099c0	#819b69	#bbbbbb	#191919	#6099c0	#4a4546	#4a4546	#de6e7c	#b77e64	#b279a7	#191919	#262626	#1f1f1f
zenwritten-light	true	#286486	#4f6c31	#353535	#eeeeee	#286486	#aca9a9	#aca9a9	#a8334c	#944927	#88507d	#eeeeee	#dfdfdf	#e6e6e6
